ENSGACG00000016217,RNF4
ENSGACG00000019391,SLC26A3 (2 of 2)
ENSGACG00000019399,slc26a5
ENSGACG00000019404,psmc2
ENSGACG00000019413,dnajc2
ENSGACG00000019422,pmpcb
ENSGACG00000019437,phax
ENSGACG00000019441,kcnc2
ENSGACG00000019447,glipr1b
ENSGACG00000019457,phlda1
ENSGACG00000019459,nap1l1
ENSGACG00000019461,OSBPL8
ENSGACG00000019463,zdhhc17
ENSGACG00000019467,csrp2
ENSGACG00000019468,e2f7
ENSGACG00000019470,zgc:173443
ENSGACG00000019472,nav3
ENSGACG00000019481,krr1
ENSGACG00000019485,cmah (1 of 2)
ENSGACG00000019490,cmah (2 of 2)
ENSGACG00000019495,si:ch211-214j24.10
ENSGACG00000019496,osgep
ENSGACG00000019497,apex1
ENSGACG00000019505,si:dkey-14k9.3
ENSGACG00000019506,nxpe3 (5 of 8)
ENSGACG00000019508,nxpe3 (6 of 8)
ENSGACG00000019509,ANO4
ENSGACG00000019512,nxpe3 (7 of 8)
ENSGACG00000019515,nxpe3 (8 of 8)
ENSGACG00000019518,AMIGO2
ENSGACG00000019519,slc38a4
ENSGACG00000019520,slc38a2
ENSGACG00000019521,scaf11
ENSGACG00000019522,arid2
ENSGACG00000022878,SCARNA15
ENSGACG00000019525,tm7sf3
ENSGACG00000019527,fgfr1op2
ENSGACG00000019530,med21
ENSGACG00000019532,stk38l
ENSGACG00000019534,setd7
ENSGACG00000019538,zgc:113425
ENSGACG00000019540,rab33ba
ENSGACG00000019542,hspa9
ENSGACG00000019553,slitrk2
ENSGACG00000019554,atoh8
ENSGACG00000019555,tmem129
ENSGACG00000019558,rnf103
ENSGACG00000019560,C4orf29
ENSGACG00000019563,igbp1
ENSGACG00000019568,magt1
ENSGACG00000019572,FBXO38
ENSGACG00000019578,csnk1a1
ENSGACG00000019586,STOX2 (2 of 2)
ENSGACG00000019588,enpp6
ENSGACG00000019594,CCDC142
ENSGACG00000019596,slbp
ENSGACG00000019599,immt
ENSGACG00000019602,hars
ENSGACG00000019608,fgf4 (2 of 2)
ENSGACG00000019609,SLC7A11
ENSGACG00000019611,pcdh18b
ENSGACG00000019617,pcdhb (3 of 4)
ENSGACG00000019619,CCRN4L (2 of 2)
ENSGACG00000019621,elf2a
ENSGACG00000019625,naa15a
ENSGACG00000019630,dnd
ENSGACG00000019633,MYOT
ENSGACG00000019643,zgc:194679
ENSGACG00000019644,il1rapl2
ENSGACG00000019648,si:dkey-97a13.9
ENSGACG00000019651,snx25
ENSGACG00000019653,FGL1 (2 of 2)
ENSGACG00000019657,PTPN12
ENSGACG00000019659,TMEM60 (2 of 2)
ENSGACG00000019660,phtf2
ENSGACG00000019662,adipor2
ENSGACG00000019663,wnt5b
ENSGACG00000019666,fbxl14b
ENSGACG00000019667,erc1b
ENSGACG00000019673,ninj2
ENSGACG00000019674,wnk1b
ENSGACG00000019679,PRR5 (2 of 2)
ENSGACG00000019680,napepld
ENSGACG00000019683,yeats4
ENSGACG00000019685,cpsf6
ENSGACG00000019690,cacna2d4a
ENSGACG00000019691,lrtm2
ENSGACG00000019692,dcp1b
ENSGACG00000019694,cacna1c
ENSGACG00000019698,tspan33
ENSGACG00000019702,smo
ENSGACG00000019703,cax1
ENSGACG00000019705,klhdc10
ENSGACG00000019706,zc3hc1
ENSGACG00000019709,ube2h
ENSGACG00000019712,nrf1
ENSGACG00000019718,plxna4
ENSGACG00000019720,chchd3
ENSGACG00000019721,exoc4
ENSGACG00000019724,lrguk
ENSGACG00000019725,col7a1l
ENSGACG00000019731,ucn3l
ENSGACG00000019732,copg2
ENSGACG00000019740,mest
ENSGACG00000019741,atp2b1b
ENSGACG00000019742,st8sia1
ENSGACG00000019744,tnni1d
ENSGACG00000019746,iqsec3a
ENSGACG00000019748,slc6a1l
ENSGACG00000019755,PARP11
ENSGACG00000019759,tmtc2
ENSGACG00000019762,mettl25
ENSGACG00000019765,ccdc59
ENSGACG00000019766,efcab4bb
ENSGACG00000019772,prmt8b
ENSGACG00000019777,tspan11
ENSGACG00000019783,sema3aa
ENSGACG00000019785,pcloa
ENSGACG00000019787,cacna2d1a
ENSGACG00000019791,hgfa
ENSGACG00000019792,pax4
ENSGACG00000019793,snd1
ENSGACG00000019795,lrrc4.1
ENSGACG00000019796,si:dkey-5i3.5 (2 of 2)
ENSGACG00000019797,impdh1b
ENSGACG00000019804,fam3c
ENSGACG00000019805,btg1
ENSGACG00000019806,dcn
ENSGACG00000019814,lum
ENSGACG00000019816,kera
ENSGACG00000019817,epyc
ENSGACG00000019820,si:ch211-244b2.4
ENSGACG00000019823,si:ch211-244b2.2
ENSGACG00000019825,SCYL2
ENSGACG00000019827,DEPDC4
ENSGACG00000019838,tcp11l2
ENSGACG00000019839,apaf1
ENSGACG00000019843,anks1b
ENSGACG00000019845,uhrf1bp1l
ENSGACG00000019851,CKAP4
ENSGACG00000019853,IKBIP
ENSGACG00000019855,arfgap3
ENSGACG00000019857,pacsin2
ENSGACG00000019858,ttll1
ENSGACG00000019859,mcat
ENSGACG00000019865,ccdc53
ENSGACG00000019866,gnptab
ENSGACG00000019869,chpt1
ENSGACG00000019879,mybpc1
ENSGACG00000019889,spic
ENSGACG00000019892,atp6v1e1b
ENSGACG00000019897,cecr1b
ENSGACG00000019901,galnt8b
ENSGACG00000019903,rad51ap1
ENSGACG00000019904,FGF6 (2 of 2)
ENSGACG00000019905,fgf23
ENSGACG00000019907,C12orf5 (2 of 2)
ENSGACG00000019909,ccnd2b
ENSGACG00000019912,USP41
ENSGACG00000019929,foxm1
ENSGACG00000019934,TULP3
ENSGACG00000019938,TRIM35 (27 of 27)
ENSGACG00000019945,ptn
ENSGACG00000019948,chrm2a
ENSGACG00000019949,mtpn
ENSGACG00000019955,FAM180A (2 of 2)
ENSGACG00000019956,sema3c
ENSGACG00000019957,cd36
ENSGACG00000019962,gnai1
ENSGACG00000019967,magi2
ENSGACG00000019970,FAR2
ENSGACG00000019973,ERGIC2 (2 of 2)
ENSGACG00000019975,kdm7aa
ENSGACG00000019977,NDUFB2
ENSGACG00000019979,kmt2e
ENSGACG00000019981,lhfpl3
ENSGACG00000019984,orc5
ENSGACG00000019986,guca1a
ENSGACG00000019987,golgb1
ENSGACG00000019990,hcls1
ENSGACG00000019992,LLPH
ENSGACG00000019993,pex26
ENSGACG00000019995,ppfia2
ENSGACG00000019999,acss3
ENSGACG00000020007,lin7a
ENSGACG00000020008,myf6
ENSGACG00000020009,rps16
ENSGACG00000020012,ppp1r12a
ENSGACG00000020015,pawr
ENSGACG00000020017,syt1a
ENSGACG00000020019,cyb5r3
ENSGACG00000020026,PPFIBP1 (2 of 2)
ENSGACG00000020031,syt10
ENSGACG00000020034,tnnt2c
ENSGACG00000020036,mterfd3
ENSGACG00000020037,cry1a
ENSGACG00000020040,btbd11a
ENSGACG00000020042,igf1
ENSGACG00000020045,parpbp
ENSGACG00000020046,nup37
ENSGACG00000020047,th2
ENSGACG00000020048,ascl1a
ENSGACG00000020049,itfg2
ENSGACG00000020050,nrip2
ENSGACG00000020051,klhl42
ENSGACG00000020052,si:dkey-153k10.9
ENSGACG00000020053,tspan9b
ENSGACG00000020054,AMDHD1
ENSGACG00000020055,snrpf
ENSGACG00000020056,NTN4 (2 of 2)
ENSGACG00000020058,usp44
ENSGACG00000020059,metap2b (2 of 2)
ENSGACG00000020060,vetz
ENSGACG00000020065,fgd6
ENSGACG00000020067,tmcc3
ENSGACG00000020068,eri1
ENSGACG00000020070,lamb1a
ENSGACG00000020073,dclre1c
ENSGACG00000020074,meig1
ENSGACG00000020075,tmem243a
ENSGACG00000020076,cd9b
ENSGACG00000020079,C12orf56
ENSGACG00000020080,si:dkey-183c16.7
ENSGACG00000020081,ssbp1
ENSGACG00000020083,creb3l2
ENSGACG00000020085,DGKI
ENSGACG00000020089,rassf3
ENSGACG00000020090,zgc:194209
ENSGACG00000020091,gnsa
ENSGACG00000020092,tbc1d30
ENSGACG00000020094,prkcq
ENSGACG00000020098,sfmbt2
ENSGACG00000020100,tmem110l
ENSGACG00000020102,itih5
ENSGACG00000020104,itih2
ENSGACG00000020107,kin
ENSGACG00000020109,atp5c1
ENSGACG00000004395,IL1RAP
ENSGACG00000004403,fgf12b
ENSGACG00000004405,mb21d2a
ENSGACG00000004408,exoc3l2b
ENSGACG00000004413,cldn15lb
ENSGACG00000004438,col4a4
ENSGACG00000004458,col4a3
ENSGACG00000004479,sst1.1
ENSGACG00000004487,ECE2
ENSGACG00000004499,ANO7
ENSGACG00000004504,eif4h
ENSGACG00000004524,RFFL
ENSGACG00000004531,WDR62
ENSGACG00000004539,ATG16L2
ENSGACG00000004570,arrb1
ENSGACG00000004589,or112-1
ENSGACG00000004619,spcs2
ENSGACG00000004628,rnf169
ENSGACG00000004631,lipt2
ENSGACG00000004639,polr2d
ENSGACG00000004656,ABCF3
ENSGACG00000004682,LRCH3
ENSGACG00000004699,rpl35a
ENSGACG00000004711,RNPEPL1
ENSGACG00000004718,DVL3 (1 of 2)
ENSGACG00000004731,AP2M1 (1 of 2)
ENSGACG00000004741,mmp23bb
ENSGACG00000004748,eif2a
ENSGACG00000004800,tsen34
ENSGACG00000004805,clrn1
ENSGACG00000004811,masp1
ENSGACG00000004826,DGKD
ENSGACG00000004866,IWS1
ENSGACG00000004875,wdr74
ENSGACG00000004876,zgc:162872
ENSGACG00000004890,ILKAP
ENSGACG00000004898,esrrd
ENSGACG00000004907,SHKBP1
ENSGACG00000004922,plekhg2
ENSGACG00000004929,triap1
ENSGACG00000004934,supt5h
ENSGACG00000004963,cox7a1
ENSGACG00000004964,nf1a
ENSGACG00000004992,SMCO4
ENSGACG00000004996,nlk2
ENSGACG00000005004,nlrx1
ENSGACG00000005026,pdzd3a
ENSGACG00000005038,efhd1
ENSGACG00000005047,usp2a
ENSGACG00000005051,tbcela
ENSGACG00000005067,A2ML1 (1 of 3)
ENSGACG00000005083,A2ML1 (2 of 3)
ENSGACG00000005115,usf1l
ENSGACG00000005148,zgc:172049
ENSGACG00000005161,UBASH3B (1 of 2)
ENSGACG00000005173,hmbsb
ENSGACG00000005183,arcn1a
ENSGACG00000005214,phldb1b
ENSGACG00000005228,A2ML1 (3 of 3)
ENSGACG00000005259,bco2b
ENSGACG00000005271,sorl1
ENSGACG00000005285,abcg4b
ENSGACG00000005299,lyrm9
ENSGACG00000005302,ift20
ENSGACG00000005321,tnfaip1
ENSGACG00000005329,SGSM2
ENSGACG00000005337,FAM57A
ENSGACG00000005362,gemin4
ENSGACG00000005366,zgc:198241
ENSGACG00000005375,smtnl
ENSGACG00000005381,sebox
ENSGACG00000005384,tmem199
ENSGACG00000005396,POLDIP2
ENSGACG00000005426,LRRC75A
ENSGACG00000005430,crk
ENSGACG00000005434,ywhae2
ENSGACG00000005438,myo1c
ENSGACG00000005457,slc43a2a
ENSGACG00000005469,pitpnaa
ENSGACG00000005511,INPP5K (1 of 2)
ENSGACG00000005523,ECEL1
ENSGACG00000005540,zgc:153039 (1 of 2)
ENSGACG00000005551,acpl2
ENSGACG00000005559,slc25a36b (1 of 2)
ENSGACG00000005585,CLSTN2 (1 of 2)
ENSGACG00000005595,lpar5b
ENSGACG00000005598,rbp2a
ENSGACG00000005621,copb2 (1 of 2)
ENSGACG00000005634,mrps22
ENSGACG00000005639,foxl2
ENSGACG00000005645,pik3cb
ENSGACG00000005662,PER2 (1 of 2)
ENSGACG00000005684,cab39
ENSGACG00000005725,PRSS16
ENSGACG00000005732,meis3
ENSGACG00000005744,RINL
ENSGACG00000005747,sirt2
ENSGACG00000005762,ATP5SL
ENSGACG00000005764,GJD2 (1 of 3)
ENSGACG00000005766,gltscr2
ENSGACG00000005779,H3F3B (2 of 2)
ENSGACG00000005793,crx
ENSGACG00000005807,psma6l
ENSGACG00000005820,sars2
ENSGACG00000005825,slc5a2
ENSGACG00000005834,FBXO46
ENSGACG00000005843,adck4
ENSGACG00000005869,numbl
ENSGACG00000005876,si:ch211-11n16.2
ENSGACG00000005880,dpf1
ENSGACG00000005890,ENDOD1 (3 of 5)
ENSGACG00000005892,si:ch211-210b2.2
ENSGACG00000005918,pnkp
ENSGACG00000005955,MFRP
ENSGACG00000005962,nudt8
ENSGACG00000005965,zgc:153258
ENSGACG00000005984,cbln20
ENSGACG00000005985,tagln
ENSGACG00000006013,pcsk7
ENSGACG00000006022,BACE1
ENSGACG00000006034,apoa1b
ENSGACG00000006068,CEP164
ENSGACG00000006079,sidt2
ENSGACG00000006112,SIK3
ENSGACG00000006128,TMEM25
ENSGACG00000006137,MPZL2 (1 of 2)
ENSGACG00000006140,mpzl3
ENSGACG00000006150,LSAMP
ENSGACG00000006157,igsf11
ENSGACG00000006174,si:dkey-54n8.2 (1 of 2)
ENSGACG00000006179,si:dkey-54n8.2 (2 of 2)
ENSGACG00000006182,ankrd13b
ENSGACG00000006192,slc6a4a
ENSGACG00000006201,blmh
ENSGACG00000006227,rap1gap2a
ENSGACG00000006236,VWA5A (2 of 3)
ENSGACG00000006248,si:ch73-265h17.4
ENSGACG00000006254,VWA5A (3 of 3)
ENSGACG00000006274,VWA7
ENSGACG00000006292,si:ch211-132b12.8
ENSGACG00000006296,AKT2 (1 of 2)
ENSGACG00000006300,dhx40
ENSGACG00000006321,p2rx8
ENSGACG00000006331,samsn1a
ENSGACG00000006344,hspa13
ENSGACG00000006348,gdpd5b
ENSGACG00000006375,serpinh1b
ENSGACG00000006407,gucy2f
ENSGACG00000006415,tsku
ENSGACG00000006419,mmp13b
ENSGACG00000006463,MMP20
ENSGACG00000006467,tbrg1
ENSGACG00000006469,siae (1 of 2)
ENSGACG00000006472,siae (2 of 2)
ENSGACG00000006478,b3gat1a
ENSGACG00000006518,ilvbl
ENSGACG00000006546,fam118b
ENSGACG00000006550,srpr
ENSGACG00000006557,tirap
ENSGACG00000006559,st3gal4
ENSGACG00000006573,kcnj5
ENSGACG00000006583,kcnj1a.3
ENSGACG00000006586,fli1a
ENSGACG00000006591,ETS1
ENSGACG00000006593,smtlb
ENSGACG00000006619,kirrel3a
ENSGACG00000006625,barx2
ENSGACG00000006628,RBM7
ENSGACG00000006635,CLMP
ENSGACG00000006638,GRAMD1B
ENSGACG00000006660,DACT3
ENSGACG00000006666,C5AR2
ENSGACG00000006679,polr2i
ENSGACG00000006696,foxg1c
ENSGACG00000006697,snrpd2
ENSGACG00000006702,vasp
ENSGACG00000006784,ccdc19
ENSGACG00000006790,slc37a4a
ENSGACG00000006808,trappc4
ENSGACG00000006818,rps25
ENSGACG00000006839,sgcg
ENSGACG00000006866,sacs
ENSGACG00000006869,tnfrsf19
ENSGACG00000006874,mipep
ENSGACG00000006890,wrb
ENSGACG00000006900,sh3bgr
ENSGACG00000006903,IGSF5 (1 of 2)
ENSGACG00000006917,DSCAM (1 of 2)
ENSGACG00000006936,bace2
ENSGACG00000006981,ATM (1 of 2)
ENSGACG00000006998,ATM (2 of 2)
ENSGACG00000007005,NPAT
ENSGACG00000007009,vmp1
ENSGACG00000007016,tubd1
ENSGACG00000007027,RPS6KB1 (1 of 2)
ENSGACG00000007046,slc33a1
ENSGACG00000007053,gmps
ENSGACG00000007060,v2rl1
ENSGACG00000007068,KCNAB1 (1 of 2)
ENSGACG00000007071,ssr3
ENSGACG00000007095,tiparp
ENSGACG00000007101,ccnl1b
ENSGACG00000007117,veph
ENSGACG00000007125,ptx3a
ENSGACG00000007140,C3orf55
ENSGACG00000007144,golim4a
ENSGACG00000007161,serpini1
ENSGACG00000007171,pdcd10a
ENSGACG00000007177,si:dkey-202c14.3
ENSGACG00000007181,SI
ENSGACG00000007226,slitrk3b
ENSGACG00000007230,BCHE
ENSGACG00000007267,scn2b
ENSGACG00000007272,scn4ba
ENSGACG00000007274,si:ch211-263k4.2
ENSGACG00000007276,mecom
ENSGACG00000007302,zgc:158328
ENSGACG00000007320,EHD2 (1 of 2)
ENSGACG00000007332,mff
ENSGACG00000007361,dnaaf1
ENSGACG00000007362,agfg1a
ENSGACG00000007374,AGFG1 (1 of 2)
ENSGACG00000007388,slc19a3a
ENSGACG00000007395,daw1
ENSGACG00000007428,sphkap
ENSGACG00000007440,pid1
ENSGACG00000007444,dner
ENSGACG00000007464,trip12
ENSGACG00000007517,zbtb38
ENSGACG00000007520,RASA2
ENSGACG00000007590,rnf7
ENSGACG00000007598,grk7b
ENSGACG00000007608,fzd9b
ENSGACG00000007613,baz1b
ENSGACG00000007630,bcl7ba
ENSGACG00000007649,hip1
ENSGACG00000007670,ypel2a
ENSGACG00000007672,gdpd1
ENSGACG00000007693,TMEM120A (1 of 2)
ENSGACG00000007695,por
ENSGACG00000007700,si:ch1073-408o3.1
ENSGACG00000007708,FAM124B
ENSGACG00000007710,cul3a
ENSGACG00000007721,PDE2A
ENSGACG00000007728,ARAP1
ENSGACG00000007754,zgc:77147
ENSGACG00000007783,CLPB
ENSGACG00000007788,phox2a
ENSGACG00000007795,inppl1a
ENSGACG00000007809,FOLR1
ENSGACG00000007825,anapc15
ENSGACG00000007832,LRTOMT
ENSGACG00000007841,lamtor1
ENSGACG00000007856,lrtomt (2 of 2)
ENSGACG00000007861,numa1
ENSGACG00000007877,si:zfos-2269b6.1 (1 of 2)
ENSGACG00000007884,si:zfos-2269b6.1 (2 of 2)
ENSGACG00000007887,naalad2
ENSGACG00000007953,NOX4
ENSGACG00000007960,tyr
ENSGACG00000007968,GRM5 (1 of 2)
ENSGACG00000007985,ctsc
ENSGACG00000008046,RAB38 (1 of 2)
ENSGACG00000008058,fzd4
ENSGACG00000008068,DYNC2H1
ENSGACG00000008121,PDGFD
ENSGACG00000008129,gria4a
ENSGACG00000008149,msantd4
ENSGACG00000008154,aasdhppt
ENSGACG00000008161,GUCY1A2
ENSGACG00000008165,cwf19l2
ENSGACG00000008185,alkbh8
ENSGACG00000008191,kbtbd3
ENSGACG00000008193,fam168a
ENSGACG00000008198,P2RY6
ENSGACG00000008207,ARHGEF17
ENSGACG00000008224,relt
ENSGACG00000008228,P2RY2 (1 of 2)
ENSGACG00000008233,P2RY2 (2 of 2)
ENSGACG00000008238,FCHSD2 (1 of 2)
ENSGACG00000008284,yif1b
ENSGACG00000008318,zgc:152658
ENSGACG00000008325,si:ch211-136a13.1
ENSGACG00000008332,bloc1s3
ENSGACG00000008339,trappc6bl
ENSGACG00000008344,zgc:114130
ENSGACG00000008351,ZFP36
ENSGACG00000008361,vps53
ENSGACG00000008380,fam101b
ENSGACG00000008387,mettl16
ENSGACG00000008413,pafah1b1a (1 of 2)
ENSGACG00000008439,cluha
ENSGACG00000008448,tlcd2
ENSGACG00000008468,zgc:158614
ENSGACG00000008485,zgc:153372
ENSGACG00000008504,prpf8
ENSGACG00000008566,rilp
ENSGACG00000008571,scarf1
ENSGACG00000008584,vtna
ENSGACG00000008602,sarm1
ENSGACG00000008604,slc46a1
ENSGACG00000008610,SLC13A2 (1 of 2)
ENSGACG00000008619,foxn1
ENSGACG00000008624,unc119a
ENSGACG00000008625,crybb1l3
ENSGACG00000008658,cryba1a
ENSGACG00000008673,cpda
ENSGACG00000008685,gosr1 (1 of 2)
ENSGACG00000008718,si:dkey-151p21.9
ENSGACG00000008722,AIPL1
ENSGACG00000008738,si:dkey-230a20.2
ENSGACG00000008742,pde3a
ENSGACG00000008749,slco1c1
ENSGACG00000008759,bcap29
ENSGACG00000008772,dus4l
ENSGACG00000008790,MNT (1 of 2)
ENSGACG00000008792,SEPT4 (1 of 2)
ENSGACG00000008799,limk1a
ENSGACG00000008832,GBAS (1 of 2)
ENSGACG00000008883,psph
ENSGACG00000022712,SNORA15
ENSGACG00000022692,SNORA15
ENSGACG00000008901,phkg1a
ENSGACG00000008962,chchd2
ENSGACG00000008979,FAM98C
ENSGACG00000008988,si:ch211-235m3.5
ENSGACG00000008993,ube4a
ENSGACG00000009009,kmt2a
ENSGACG00000009029,c1qtnf5
ENSGACG00000009032,rnf26
ENSGACG00000009035,MCAM (1 of 2)
ENSGACG00000009060,cbl (1 of 2)
ENSGACG00000009072,grik4
ENSGACG00000009084,tmem136a
ENSGACG00000009089,oafa
ENSGACG00000009109,hepacam
ENSGACG00000009117,spa17
ENSGACG00000009125,scn3b
ENSGACG00000009131,drd2a
ENSGACG00000009158,ankk1
ENSGACG00000009165,ttc12
ENSGACG00000009171,si:rp71-77l1.1
ENSGACG00000009173,zgc:162608
ENSGACG00000009176,laynb
ENSGACG00000009184,sik2b
ENSGACG00000009193,ppp2r1a
ENSGACG00000009231,med29
ENSGACG00000009235,mlf1
ENSGACG00000009247,rsrc1
ENSGACG00000009256,shox2
ENSGACG00000009257,dock10
ENSGACG00000009314,CEP57
ENSGACG00000009336,MRE11A
ENSGACG00000009349,tmprss4a
ENSGACG00000009363,il10ra
ENSGACG00000009369,tmprss13a
ENSGACG00000009383,dscaml1 (1 of 2)
ENSGACG00000009417,si:dkey-202l22.6
ENSGACG00000009420,si:dkey-202l22.3
ENSGACG00000009424,GPR132
ENSGACG00000009426,PRKD2
ENSGACG00000009437,strn4
ENSGACG00000009443,fkrp
ENSGACG00000009446,slc1a5
ENSGACG00000009469,egln2
ENSGACG00000009491,tmem160
ENSGACG00000009494,npas3b
ENSGACG00000009502,arhgap35a
ENSGACG00000009507,ap2s1
ENSGACG00000009539,rab4b
ENSGACG00000009566,rhoub
ENSGACG00000009589,rtn2a
ENSGACG00000009594,ppm1na
ENSGACG00000009600,ptgir
ENSGACG00000009604,CALM1
ENSGACG00000009610,si:ch211-195m9.3
ENSGACG00000009619,GEMIN7
ENSGACG00000009625,phc2b
ENSGACG00000009629,ppp1r37
ENSGACG00000009641,mrpl28
ENSGACG00000009656,relb
ENSGACG00000009668,clptm1
ENSGACG00000009693,tbcb
ENSGACG00000009721,six4.3
ENSGACG00000009726,six9
ENSGACG00000009732,qpctla
ENSGACG00000009741,rrm1 (1 of 2)
ENSGACG00000009761,si:dkey-149j18.1
ENSGACG00000009773,map3k10
ENSGACG00000009784,ttc9b
ENSGACG00000009786,C19orf47
ENSGACG00000009792,fosb
ENSGACG00000009801,capn12
ENSGACG00000009826,clasrp
ENSGACG00000009838,snrpa
ENSGACG00000009856,C19orf54
ENSGACG00000009859,itpkcb
ENSGACG00000009864,gfm1
ENSGACG00000009879,neu4
ENSGACG00000009884,WDR53
ENSGACG00000009891,srprb
ENSGACG00000009912,FUT4
ENSGACG00000009915,cux1a
ENSGACG00000009944,SH2B2
ENSGACG00000009948,DNAJC30
ENSGACG00000009951,wbscr22
ENSGACG00000009957,stx1a
ENSGACG00000009989,caspa
ENSGACG00000009999,rabgef1l
ENSGACG00000010023,OTOL1 (1 of 2)
ENSGACG00000010028,nmd3
ENSGACG00000010092,ppm1lb
ENSGACG00000010096,ARL14 (1 of 2)
ENSGACG00000010105,kpna4
ENSGACG00000010115,ift80
ENSGACG00000010151,smc4
ENSGACG00000010161,si:dkeyp-97b10.3
ENSGACG00000010173,schip1
ENSGACG00000010210,MFSD1
ENSGACG00000010220,p2ry13
ENSGACG00000010226,p2ry12
ENSGACG00000010238,IGSF10
ENSGACG00000010246,aadac
ENSGACG00000010251,SUCNR1
ENSGACG00000010259,P2RY1
ENSGACG00000010261,RAP2B (1 of 2)
ENSGACG00000010268,ARHGEF26
ENSGACG00000010276,DHX36
ENSGACG00000010302,GPR149
ENSGACG00000010305,MME
ENSGACG00000010309,v2rc2
ENSGACG00000010313,olfcj1
ENSGACG00000010316,olfch1
ENSGACG00000010329,si:ch73-125k17.2
ENSGACG00000010337,v2ra17
ENSGACG00000010349,si:ch211-203b20.7 (1 of 2)
ENSGACG00000010364,si:ch211-203b20.7 (2 of 2)
ENSGACG00000010371,plch1
ENSGACG00000010386,C3orf33
ENSGACG00000010389,med13b
ENSGACG00000010410,zgc:112083
ENSGACG00000010429,MAP6 (1 of 2)
ENSGACG00000010435,prkrirb
ENSGACG00000010440,dyrk1ab
ENSGACG00000010444,alcamb
ENSGACG00000010482,zpld1b
ENSGACG00000010488,picalmb
ENSGACG00000010497,sytl2b
ENSGACG00000010514,si:dkey-4p15.5
ENSGACG00000010517,HSPA8 (1 of 2)
ENSGACG00000010543,lim2.3
ENSGACG00000010555,ROBO3 (1 of 2)
ENSGACG00000010573,esamb
ENSGACG00000010582,acad8
ENSGACG00000010645,thyn1
ENSGACG00000010648,vps26b
ENSGACG00000010665,jam3a
ENSGACG00000010671,igsf9ba (1 of 2)
ENSGACG00000010675,igsf9ba (2 of 2)
ENSGACG00000010684,si:dkey-287f10.3
ENSGACG00000010693,cadm1b
ENSGACG00000010697,ncam1b
ENSGACG00000010711,zbtb16b
ENSGACG00000010730,TMPRSS5
ENSGACG00000010737,pih1d2
ENSGACG00000010741,dixdc1a
ENSGACG00000010778,C11orf57
ENSGACG00000010789,mb21d2b
ENSGACG00000010795,socs9
ENSGACG00000010797,SAMD4B
ENSGACG00000010818,paf1
ENSGACG00000010833,taok1
ENSGACG00000010843,tsr1
ENSGACG00000010848,hic1
ENSGACG00000010850,dph1
ENSGACG00000010854,rtn4rl1b
ENSGACG00000010856,rpa1
ENSGACG00000010870,serpinf2b
ENSGACG00000010871,wdr81
ENSGACG00000010876,slc13a5b
ENSGACG00000010917,SLC47A1 (1 of 7)
ENSGACG00000010927,si:dkey-175a17.4
ENSGACG00000010940,PITPNM3
ENSGACG00000010951,si:dkey-243i1.1
ENSGACG00000010961,txndc17
ENSGACG00000010966,nxn
ENSGACG00000010971,rnmtl1a
ENSGACG00000010984,glod4
ENSGACG00000011002,si:ch211-259g3.4
ENSGACG00000011018,aldoca
ENSGACG00000011096,dynll2b
ENSGACG00000011101,hnf1ba
ENSGACG00000011112,synrg
ENSGACG00000011119,tada2a
ENSGACG00000011157,traf4a
ENSGACG00000011167,nek8
ENSGACG00000011181,tlcd1
ENSGACG00000011190,rab34a
ENSGACG00000011223,proca1
ENSGACG00000011230,ca4b
ENSGACG00000011249,si:ch211-105f12.2
ENSGACG00000011251,ywhag2
ENSGACG00000011259,CAMKK1 (1 of 2)
ENSGACG00000011266,ucp3
ENSGACG00000011281,C2CD3
ENSGACG00000011291,p4ha3
ENSGACG00000011312,or129-1
ENSGACG00000011316,diabloa (1 of 2)
ENSGACG00000011330,diabloa (2 of 2)
ENSGACG00000011337,PVRL3 (1 of 2)
ENSGACG00000011342,si:ch211-149e23.4
ENSGACG00000011343,RRP8
ENSGACG00000011346,ilk
ENSGACG00000011369,apbb1
ENSGACG00000011373,robo1
ENSGACG00000011383,robo2
ENSGACG00000011395,si:dkey-24p1.6
